gcf	description	gene_name	accver	gene_location	locus_tag	organism_name	infraspecific_name	taxid	species_taxid
GCF_001870105.1	Campylobacter jejuni strain ZP3204 chromosome, complete genome	16S ribosomal RNA	NZ_CP017856.1	[695008:696526](+)	BLD40_RS04035	Campylobacter jejuni	strain=ZP3204	197	197
GCF_001936355.1	Campylobacter coli strain YH502 chromosome, complete genome	16S ribosomal RNA	NZ_CP018900.1	[36564:38082](+)	BU815_RS00145	Campylobacter coli	strain=YH502	195	195
GCF_001936355.1	Campylobacter coli strain YH502 chromosome, complete genome	16S ribosomal RNA	NZ_CP018900.1	[387312:388830](+)	BU815_RS02025	Campylobacter coli	strain=YH502	195	195
GCF_001936355.1	Campylobacter coli strain YH502 chromosome, complete genome	16S ribosomal RNA	NZ_CP018900.1	[659141:660659](+)	BU815_RS03395	Campylobacter coli	strain=YH502	195	195
GCF_001951235.1	Campylobacter jejuni strain HF5-4A-4, complete genome	16S ribosomal RNA	NZ_CP007188.1	[39247:40765](+)	AD53_RS00150	Campylobacter jejuni	strain=HF5-4A-4	197	197
GCF_001951235.1	Campylobacter jejuni strain HF5-4A-4, complete genome	16S ribosomal RNA	NZ_CP007188.1	[465876:467394](+)	AD53_RS02625	Campylobacter jejuni	strain=HF5-4A-4	197	197
GCF_001951235.1	Campylobacter jejuni strain HF5-4A-4, complete genome	16S ribosomal RNA	NZ_CP007188.1	[769965:771483](+)	AD53_RS04200	Campylobacter jejuni	strain=HF5-4A-4	197	197
GCF_001951255.1	Campylobacter jejuni strain HF5-5-1, complete genome	16S ribosomal RNA	NZ_CP007189.1	[37542:39060](+)	BD28_RS00145	Campylobacter jejuni	strain=HF5-5-1	197	197
GCF_001951255.1	Campylobacter jejuni strain HF5-5-1, complete genome	16S ribosomal RNA	NZ_CP007189.1	[399587:401105](+)	BD28_RS02085	Campylobacter jejuni	strain=HF5-5-1	197	197
GCF_001951255.1	Campylobacter jejuni strain HF5-5-1, complete genome	16S ribosomal RNA	NZ_CP007189.1	[695205:696723](+)	BD28_RS03605	Campylobacter jejuni	strain=HF5-5-1	197	197
GCF_001951275.1	Campylobacter jejuni strain HF5-7-1, complete genome	16S ribosomal RNA	NZ_CP007190.1	[37542:39060](+)	BD29_RS00145	Campylobacter jejuni	strain=HF5-7-1	197	197
GCF_001951275.1	Campylobacter jejuni strain HF5-7-1, complete genome	16S ribosomal RNA	NZ_CP007190.1	[399586:401104](+)	BD29_RS02085	Campylobacter jejuni	strain=HF5-7-1	197	197
GCF_001951275.1	Campylobacter jejuni strain HF5-7-1, complete genome	16S ribosomal RNA	NZ_CP007190.1	[695205:696723](+)	BD29_RS03605	Campylobacter jejuni	strain=HF5-7-1	197	197
GCF_001951295.1	Campylobacter jejuni strain NS4-1-1, complete genome	16S ribosomal RNA	NZ_CP007191.1	[39264:40782](+)	BD30_RS00150	Campylobacter jejuni	strain=NS4-1-1	197	197
GCF_001951295.1	Campylobacter jejuni strain NS4-1-1, complete genome	16S ribosomal RNA	NZ_CP007191.1	[394327:395845](+)	BD30_RS02090	Campylobacter jejuni	strain=NS4-1-1	197	197
GCF_001951295.1	Campylobacter jejuni strain NS4-1-1, complete genome	16S ribosomal RNA	NZ_CP007191.1	[696403:697921](+)	BD30_RS03670	Campylobacter jejuni	strain=NS4-1-1	197	197
GCF_001951315.1	Campylobacter jejuni strain NS4-5-1, complete genome	16S ribosomal RNA	NZ_CP007192.1	[39264:40782](+)	BD32_RS00150	Campylobacter jejuni	strain=NS4-5-1	197	197
GCF_001951315.1	Campylobacter jejuni strain NS4-5-1, complete genome	16S ribosomal RNA	NZ_CP007192.1	[394328:395846](+)	BD32_RS02090	Campylobacter jejuni	strain=NS4-5-1	197	197
GCF_001951315.1	Campylobacter jejuni strain NS4-5-1, complete genome	16S ribosomal RNA	NZ_CP007192.1	[696407:697925](+)	BD32_RS03670	Campylobacter jejuni	strain=NS4-5-1	197	197
GCF_001951335.1	Campylobacter jejuni strain NS4-9-1, complete genome	16S ribosomal RNA	NZ_CP007193.1	[39264:40782](+)	BD33_RS00150	Campylobacter jejuni	strain=NS4-9-1	197	197
GCF_001951335.1	Campylobacter jejuni strain NS4-9-1, complete genome	16S ribosomal RNA	NZ_CP007193.1	[394327:395845](+)	BD33_RS02090	Campylobacter jejuni	strain=NS4-9-1	197	197
GCF_001951335.1	Campylobacter jejuni strain NS4-9-1, complete genome	16S ribosomal RNA	NZ_CP007193.1	[696406:697924](+)	BD33_RS03665	Campylobacter jejuni	strain=NS4-9-1	197	197
GCF_001956695.1	Arcobacter sp. LPB0137 chromosome, complete genome	16S ribosomal RNA	NZ_CP019070.1	[609338:610856](+)	LPB137_RS02965	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
GCF_001956695.1	Arcobacter sp. LPB0137 chromosome, complete genome	16S ribosomal RNA	NZ_CP019070.1	[1936359:1937877](-)	LPB137_RS09700	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
GCF_001956695.1	Arcobacter sp. LPB0137 chromosome, complete genome	16S ribosomal RNA	NZ_CP019070.1	[2095177:2096695](-)	LPB137_RS10310	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
GCF_001956695.1	Arcobacter sp. LPB0137 chromosome, complete genome	16S ribosomal RNA	NZ_CP019070.1	[2388698:2390216](-)	LPB137_RS11775	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
GCF_001956695.1	Arcobacter sp. LPB0137 chromosome, complete genome	16S ribosomal RNA	NZ_CP019070.1	[2682674:2684192](-)	LPB137_RS13035	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
GCF_001956695.1	Arcobacter sp. LPB0137 chromosome, complete genome	16S ribosomal RNA	NZ_CP019070.1	[2816411:2817929](-)	LPB137_RS13685	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
GCF_001991095.1	Helicobacter pylori strain PMSS1 complete genome	16S ribosomal RNA	NZ_CP018823.1	[1160554:1162064](-)	HPYLPMSS1_RS05625	Helicobacter pylori PMSS1	strain=PMSS1	1431450	210
GCF_001991095.1	Helicobacter pylori strain PMSS1 complete genome	16S ribosomal RNA	NZ_CP018823.1	[1436181:1437691](-)	HPYLPMSS1_RS07060	Helicobacter pylori PMSS1	strain=PMSS1	1431450	210
GCF_001999985.1	Helicobacter bilis strain AAQJH, complete genome	16S ribosomal RNA	NZ_CP019645.1	[1102534:1104217](+)	XJ32_RS05225	Helicobacter bilis	strain=AAQJH	37372	37372
GCF_001999985.1	Helicobacter bilis strain AAQJH, complete genome	16S ribosomal RNA	NZ_CP019645.1	[2380566:2382249](+)	XJ32_RS10590	Helicobacter bilis	strain=AAQJH	37372	37372
GCF_002005525.1	Helicobacter pylori SS1 chromosome, complete genome	16S ribosomal RNA	NZ_CP009259.1	[1161174:1162684](-)	HPYLSS1_RS05615	Helicobacter pylori SS1	strain=SS1	102617	210
GCF_002005525.1	Helicobacter pylori SS1 chromosome, complete genome	16S ribosomal RNA	NZ_CP009259.1	[1436801:1438311](-)	HPYLSS1_RS07045	Helicobacter pylori SS1	strain=SS1	102617	210
GCF_002021925.1	Campylobacter pinnipediorum subsp. pinnipediorum, complete genome	16S ribosomal RNA	NZ_CP012546.1	[255357:256871](+)	CPIN17260_RS01315	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17260	1660067	1965231
GCF_002021925.1	Campylobacter pinnipediorum subsp. pinnipediorum, complete genome	16S ribosomal RNA	NZ_CP012546.1	[419286:420800](+)	CPIN17260_RS02130	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17260	1660067	1965231
GCF_002021925.1	Campylobacter pinnipediorum subsp. pinnipediorum, complete genome	16S ribosomal RNA	NZ_CP012546.1	[549831:551345](+)	CPIN17260_RS02850	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17260	1660067	1965231
GCF_002021945.1	Campylobacter pinnipediorum subsp. pinnipediorum strain RM17261, complete genome	16S ribosomal RNA	NZ_CP012547.1	[222297:223814](+)	CPIN17261_RS01125	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17261	1660067	1965231
GCF_002021945.1	Campylobacter pinnipediorum subsp. pinnipediorum strain RM17261, complete genome	16S ribosomal RNA	NZ_CP012547.1	[388901:390418](+)	CPIN17261_RS01935	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17261	1660067	1965231
GCF_002021945.1	Campylobacter pinnipediorum subsp. pinnipediorum strain RM17261, complete genome	16S ribosomal RNA	NZ_CP012547.1	[486134:487651](+)	CPIN17261_RS02430	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17261	1660067	1965231
GCF_002021965.1	Campylobacter pinnipediorum subsp. pinnipediorum strain RM17262, complete genome	16S ribosomal RNA	NZ_CP012548.1	[218344:219861](+)	CPIN17262_RS01120	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17262	1660067	1965231
GCF_002021965.1	Campylobacter pinnipediorum subsp. pinnipediorum strain RM17262, complete genome	16S ribosomal RNA	NZ_CP012548.1	[383363:384880](+)	CPIN17262_RS01930	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17262	1660067	1965231
GCF_002021965.1	Campylobacter pinnipediorum subsp. pinnipediorum strain RM17262, complete genome	16S ribosomal RNA	NZ_CP012548.1	[480681:482198](+)	CPIN17262_RS02420	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17262	1660067	1965231
GCF_002021985.1	Campylobacter sp. RM18020, complete genome	16S ribosomal RNA	NZ_CP017018.1	[256390:257907](+)	CPIN18020_RS01360	Campylobacter pinnipediorum subsp. caledonicus	strain=RM18020	1874362	1965231
GCF_002021985.1	Campylobacter sp. RM18020, complete genome	16S ribosomal RNA	NZ_CP017018.1	[472403:473920](+)	CPIN18020_RS02525	Campylobacter pinnipediorum subsp. caledonicus	strain=RM18020	1874362	1965231
GCF_002021985.1	Campylobacter sp. RM18020, complete genome	16S ribosomal RNA	NZ_CP017018.1	[563307:564824](+)	CPIN18020_RS03010	Campylobacter pinnipediorum subsp. caledonicus	strain=RM18020	1874362	1965231
GCF_002022005.1	Campylobacter sp. RM18021, complete genome	16S ribosomal RNA	NZ_CP017258.1	[230637:232154](+)	CPIN18021_RS01130	Campylobacter pinnipediorum subsp. caledonicus	strain=RM18021	1874362	1965231
GCF_002022005.1	Campylobacter sp. RM18021, complete genome	16S ribosomal RNA	NZ_CP017258.1	[491663:493180](+)	CPIN18021_RS02545	Campylobacter pinnipediorum subsp. caledonicus	strain=RM18021	1874362	1965231
GCF_002022005.1	Campylobacter sp. RM18021, complete genome	16S ribosomal RNA	NZ_CP017258.1	[582570:584087](+)	CPIN18021_RS03030	Campylobacter pinnipediorum subsp. caledonicus	strain=RM18021	1874362	1965231
GCF_002024185.1	Campylobacter coli strain aerotolerant OR12, complete genome	16S ribosomal RNA	NZ_CP019977.1	[36590:38108](+)	B4W62_RS00145	Campylobacter coli	strain=aerotolerant OR12	195	195
GCF_002024185.1	Campylobacter coli strain aerotolerant OR12, complete genome	16S ribosomal RNA	NZ_CP019977.1	[1062074:1063592](-)	B4W62_RS05365	Campylobacter coli	strain=aerotolerant OR12	195	195
GCF_002024185.1	Campylobacter coli strain aerotolerant OR12, complete genome	16S ribosomal RNA	NZ_CP019977.1	[1596360:1597878](-)	B4W62_RS08315	Campylobacter coli	strain=aerotolerant OR12	195	195
GCF_002024325.1	Campylobacter jejuni strain NCTC12662 chromosome, complete genome	16S ribosomal RNA	NZ_CP019965.1	[37531:39049](+)	B2K12_RS00145	Campylobacter jejuni	strain=NCTC12662	197	197
GCF_002024325.1	Campylobacter jejuni strain NCTC12662 chromosome, complete genome	16S ribosomal RNA	NZ_CP019965.1	[401903:403421](+)	B2K12_RS02080	Campylobacter jejuni	strain=NCTC12662	197	197
GCF_002024325.1	Campylobacter jejuni strain NCTC12662 chromosome, complete genome	16S ribosomal RNA	NZ_CP019965.1	[696754:698272](+)	B2K12_RS03595	Campylobacter jejuni	strain=NCTC12662	197	197
GCF_002028305.1	Campylobacter jejuni subsp. jejuni strain ATCC 35925, complete genome	16S ribosomal RNA	NZ_CP020045.1	[37531:39049](+)	B5D75_RS00145	Campylobacter jejuni subsp. jejuni	strain=ATCC 35925	32022	197
GCF_002028305.1	Campylobacter jejuni subsp. jejuni strain ATCC 35925, complete genome	16S ribosomal RNA	NZ_CP020045.1	[403561:405079](+)	B5D75_RS02080	Campylobacter jejuni subsp. jejuni	strain=ATCC 35925	32022	197
GCF_002028305.1	Campylobacter jejuni subsp. jejuni strain ATCC 35925, complete genome	16S ribosomal RNA	NZ_CP020045.1	[698684:700202](+)	B5D75_RS03595	Campylobacter jejuni subsp. jejuni	strain=ATCC 35925	32022	197
GCF_002080395.1	Campylobacter helveticus strain ATCC 51209 chromosome, complete genome	16S ribosomal RNA	NZ_CP020478.1	[426938:428452](+)	CHELV3228_RS02255	Campylobacter helveticus	strain=ATCC 51209	28898	28898
GCF_002080395.1	Campylobacter helveticus strain ATCC 51209 chromosome, complete genome	16S ribosomal RNA	NZ_CP020478.1	[1097787:1099301](+)	CHELV3228_RS05910	Campylobacter helveticus	strain=ATCC 51209	28898	28898
GCF_002080395.1	Campylobacter helveticus strain ATCC 51209 chromosome, complete genome	16S ribosomal RNA	NZ_CP020478.1	[1718872:1720386](-)	CHELV3228_RS09095	Campylobacter helveticus	strain=ATCC 51209	28898	28898
GCF_002101355.1	Campylobacter jejuni strain YH002 chromosome, complete genome	16S ribosomal RNA	NZ_CP020776.1	[37377:38895](+)	B0D73_RS00425	Campylobacter jejuni	strain=YH002	197	197
GCF_002101355.1	Campylobacter jejuni strain YH002 chromosome, complete genome	16S ribosomal RNA	NZ_CP020776.1	[398675:400193](+)	B0D73_RS02415	Campylobacter jejuni	strain=YH002	197	197
GCF_002101355.1	Campylobacter jejuni strain YH002 chromosome, complete genome	16S ribosomal RNA	NZ_CP020776.1	[702031:703549](+)	B0D73_RS04005	Campylobacter jejuni	strain=YH002	197	197
GCF_002104335.1	Campylobacter cuniculorum DSM 23162 = LMG 24588 chromosome, complete genome	16S ribosomal RNA	NZ_CP020867.1	[523234:524750](-)	CCUN_RS02660	Campylobacter cuniculorum DSM 23162 = LMG 24588	strain=LMG 24588	1121267	374106
GCF_002104335.1	Campylobacter cuniculorum DSM 23162 = LMG 24588 chromosome, complete genome	16S ribosomal RNA	NZ_CP020867.1	[590755:592271](+)	CCUN_RS03010	Campylobacter cuniculorum DSM 23162 = LMG 24588	strain=LMG 24588	1121267	374106
GCF_002139855.1	Campylobacter sp. RM6137, complete genome	16S ribosomal RNA	NZ_CP018789.1	[273367:275114](+)	CSUIS_RS01365	Campylobacter sp. RM6137	strain=RM6137	1660073	1660073
GCF_002139855.1	Campylobacter sp. RM6137, complete genome	16S ribosomal RNA	NZ_CP018789.1	[1058295:1059812](-)	CSUIS_RS05365	Campylobacter sp. RM6137	strain=RM6137	1660073	1660073
GCF_002139855.1	Campylobacter sp. RM6137, complete genome	16S ribosomal RNA	NZ_CP018789.1	[1545739:1547486](-)	CSUIS_RS07815	Campylobacter sp. RM6137	strain=RM6137	1660073	1660073
GCF_002139875.1	Campylobacter sp. RM12175, complete genome	16S ribosomal RNA	NZ_CP018793.1	[80020:81537](+)	CVIC12175_RS00485	Campylobacter sp. RM12175	strain=RM12175	1660076	1660076
GCF_002139875.1	Campylobacter sp. RM12175, complete genome	16S ribosomal RNA	NZ_CP018793.1	[909528:911045](-)	CVIC12175_RS04750	Campylobacter sp. RM12175	strain=RM12175	1660076	1660076
GCF_002139875.1	Campylobacter sp. RM12175, complete genome	16S ribosomal RNA	NZ_CP018793.1	[1141736:1143253](-)	CVIC12175_RS05905	Campylobacter sp. RM12175	strain=RM12175	1660076	1660076
GCF_002139895.1	Campylobacter sp. RM8964, complete genome	16S ribosomal RNA	NZ_CP018791.1	[90574:92091](+)	CVIC8964_RS00495	Campylobacter sp. RM8964	strain=RM8964	1660074	1660074
GCF_002139895.1	Campylobacter sp. RM8964, complete genome	16S ribosomal RNA	NZ_CP018791.1	[995649:997166](-)	CVIC8964_RS05170	Campylobacter sp. RM8964	strain=RM8964	1660074	1660074
GCF_002139895.1	Campylobacter sp. RM8964, complete genome	16S ribosomal RNA	NZ_CP018791.1	[1229347:1230864](-)	CVIC8964_RS06325	Campylobacter sp. RM8964	strain=RM8964	1660074	1660074
GCF_002139915.1	Campylobacter sp. NCTC 13003, complete genome	16S ribosomal RNA	NZ_CP018788.1	[75152:76669](+)	CIGN_RS00430	Campylobacter sp. NCTC 13003	strain=NCTC 13003	1660064	1660064
GCF_002139915.1	Campylobacter sp. NCTC 13003, complete genome	16S ribosomal RNA	NZ_CP018788.1	[371371:372888](+)	CIGN_RS01900	Campylobacter sp. NCTC 13003	strain=NCTC 13003	1660064	1660064
GCF_002139915.1	Campylobacter sp. NCTC 13003, complete genome	16S ribosomal RNA	NZ_CP018788.1	[681082:682599](+)	CIGN_RS03380	Campylobacter sp. NCTC 13003	strain=NCTC 13003	1660064	1660064
GCF_002139935.1	Campylobacter lanienae NCTC 13004, complete genome	16S ribosomal RNA	NZ_CP015578.1	[311344:312859](+)	CLAN_RS01615	Campylobacter lanienae NCTC 13004	strain=NCTC 13004	1031753	75658
GCF_002139935.1	Campylobacter lanienae NCTC 13004, complete genome	16S ribosomal RNA	NZ_CP015578.1	[981301:982816](-)	CLAN_RS05000	Campylobacter lanienae NCTC 13004	strain=NCTC 13004	1031753	75658
GCF_002139935.1	Campylobacter lanienae NCTC 13004, complete genome	16S ribosomal RNA	NZ_CP015578.1	[1495248:1496763](-)	CLAN_RS07650	Campylobacter lanienae NCTC 13004	strain=NCTC 13004	1031753	75658
GCF_002162315.1	Sulfurospirillum sp. SL2-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP021416.1	[2077917:2079429](-)	Sdiek1_RS10585	Sulfurospirillum sp. SL2-1	strain=SL2-1	1986224	1986224
GCF_002162315.1	Sulfurospirillum sp. SL2-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP021416.1	[2829687:2831199](-)	Sdiek1_RS14525	Sulfurospirillum sp. SL2-1	strain=SL2-1	1986224	1986224
GCF_002162315.1	Sulfurospirillum sp. SL2-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP021416.1	[2835494:2837006](-)	Sdiek1_RS14550	Sulfurospirillum sp. SL2-1	strain=SL2-1	1986224	1986224
GCF_002205395.1	Sulfurospirillum sp. SL2-2 genome	16S ribosomal RNA	NZ_CP021979.1	[2077283:2078795](-)	Sdiek2_RS10510	Sulfurospirillum sp. SL2-2	strain=SL2-2	2013514	2013514
GCF_002205395.1	Sulfurospirillum sp. SL2-2 genome	16S ribosomal RNA	NZ_CP021979.1	[2829753:2831265](-)	Sdiek2_RS14430	Sulfurospirillum sp. SL2-2	strain=SL2-2	2013514	2013514
GCF_002205395.1	Sulfurospirillum sp. SL2-2 genome	16S ribosomal RNA	NZ_CP021979.1	[2835560:2837072](-)	Sdiek2_RS14455	Sulfurospirillum sp. SL2-2	strain=SL2-2	2013514	2013514
GCF_002209005.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_262 chromosome, complete genome	16S ribosomal RNA	NZ_CP022076.1	[206779:208297](+)	A6J90_RS01150	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_262	32022	197
GCF_002209005.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_262 chromosome, complete genome	16S ribosomal RNA	NZ_CP022076.1	[564694:566212](+)	A6J90_RS03100	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_262	32022	197
GCF_002209005.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_262 chromosome, complete genome	16S ribosomal RNA	NZ_CP022076.1	[851196:852713](+)	A6J90_RS04590	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_262	32022	197
GCF_002209025.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_263 chromosome, complete genome	16S ribosomal RNA	NZ_CP022077.1	[861536:863054](-)	A6J91_RS04390	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_263	32022	197
GCF_002209025.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_263 chromosome, complete genome	16S ribosomal RNA	NZ_CP022077.1	[1163826:1165344](-)	A6J91_RS05980	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_263	32022	197
GCF_002209025.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_263 chromosome, complete genome	16S ribosomal RNA	NZ_CP022077.1	[1518702:1520220](-)	A6J91_RS07920	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_263	32022	197
GCF_002209045.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_265 chromosome, complete genome	16S ribosomal RNA	NZ_CP022079.1	[37410:38928](+)	A6J93_RS00415	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_265	32022	197
GCF_002209045.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_265 chromosome, complete genome	16S ribosomal RNA	NZ_CP022079.1	[388714:390232](+)	A6J93_RS02345	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_265	32022	197
GCF_002209045.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_265 chromosome, complete genome	16S ribosomal RNA	NZ_CP022079.1	[694722:696240](+)	A6J93_RS03930	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_265	32022	197
GCF_002209065.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_266 chromosome, complete genome	16S ribosomal RNA	NZ_CP022080.1	[802690:804208](-)	A6J94_RS03990	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_266	32022	197
GCF_002209065.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_266 chromosome, complete genome	16S ribosomal RNA	NZ_CP022080.1	[1105847:1107365](-)	A6J94_RS05555	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_266	32022	197
GCF_002209065.1	Campylobacter jejuni subsp. jejuni strain FDAARGOS_266 chromosome, complete genome	16S ribosomal RNA	NZ_CP022080.1	[1463269:1464787](-)	A6J94_RS07475	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_266	32022	197
GCF_002214785.1	Campylobacter jejuni strain FORC_046 chromosome, complete genome	16S ribosomal RNA	NZ_CP017229.1	[37543:39061](+)	FORC46_RS00145	Campylobacter jejuni	strain=FORC_046	197	197
GCF_002214785.1	Campylobacter jejuni strain FORC_046 chromosome, complete genome	16S ribosomal RNA	NZ_CP017229.1	[401080:402598](+)	FORC46_RS02110	Campylobacter jejuni	strain=FORC_046	197	197
GCF_002214785.1	Campylobacter jejuni strain FORC_046 chromosome, complete genome	16S ribosomal RNA	NZ_CP017229.1	[694867:696385](+)	FORC46_RS03655	Campylobacter jejuni	strain=FORC_046	197	197
GCF_002220735.1	Campylobacter sputorum bv. faecalis CCUG 20703, complete genome	16S ribosomal RNA	NZ_CP019683.1	[606846:608592](+)	CSF_RS03025	Campylobacter sputorum bv. faecalis CCUG 20703	strain=CCUG 20703	1031920	206
GCF_002220735.1	Campylobacter sputorum bv. faecalis CCUG 20703, complete genome	16S ribosomal RNA	NZ_CP019683.1	[935159:936905](-)	CSF_RS04685	Campylobacter sputorum bv. faecalis CCUG 20703	strain=CCUG 20703	1031920	206
GCF_002220735.1	Campylobacter sputorum bv. faecalis CCUG 20703, complete genome	16S ribosomal RNA	NZ_CP019683.1	[1558185:1559931](-)	CSF_RS07910	Campylobacter sputorum bv. faecalis CCUG 20703	strain=CCUG 20703	1031920	206
GCF_002220755.1	Campylobacter sputorum bv. paraureolyticus LMG 11764 strain LMG 17589 chromosome, complete genome	16S ribosomal RNA	NZ_CP019684.1	[614484:616227](+)	CSPARA_RS03070	Campylobacter sputorum bv. paraureolyticus LMG 11764	strain=LMG 17589	1032066	206
GCF_002220755.1	Campylobacter sputorum bv. paraureolyticus LMG 11764 strain LMG 17589 chromosome, complete genome	16S ribosomal RNA	NZ_CP019684.1	[934954:936697](-)	CSPARA_RS04705	Campylobacter sputorum bv. paraureolyticus LMG 11764	strain=LMG 17589	1032066	206
GCF_002220755.1	Campylobacter sputorum bv. paraureolyticus LMG 11764 strain LMG 17589 chromosome, complete genome	16S ribosomal RNA	NZ_CP019684.1	[1528986:1530729](-)	CSPARA_RS07750	Campylobacter sputorum bv. paraureolyticus LMG 11764	strain=LMG 17589	1032066	206
GCF_002220775.1	Campylobacter sputorum strain RM8705, complete genome	16S ribosomal RNA	NZ_CP019685.1	[577809:579554](+)	CSPB_RS02950	Campylobacter sputorum	strain=RM8705	206	206
GCF_002220775.1	Campylobacter sputorum strain RM8705, complete genome	16S ribosomal RNA	NZ_CP019685.1	[891858:893603](-)	CSPB_RS04495	Campylobacter sputorum	strain=RM8705	206	206
GCF_002220775.1	Campylobacter sputorum strain RM8705, complete genome	16S ribosomal RNA	NZ_CP019685.1	[1479760:1481505](-)	CSPB_RS07455	Campylobacter sputorum	strain=RM8705	206	206
GCF_002220795.1	Campylobacter sputorum bv. sputorum RM3237 chromosome, complete genome	16S ribosomal RNA	NZ_CP019682.1	[607912:609727](+)	CSPUT_RS02990	Campylobacter sputorum bv. sputorum RM3237	strain=RM3237	1031754	206
GCF_002220795.1	Campylobacter sputorum bv. sputorum RM3237 chromosome, complete genome	16S ribosomal RNA	NZ_CP019682.1	[929561:931376](-)	CSPUT_RS04620	Campylobacter sputorum bv. sputorum RM3237	strain=RM3237	1031754	206
GCF_002220795.1	Campylobacter sputorum bv. sputorum RM3237 chromosome, complete genome	16S ribosomal RNA	NZ_CP019682.1	[1501941:1503756](-)	CSPUT_RS07685	Campylobacter sputorum bv. sputorum RM3237	strain=RM3237	1031754	206
GCF_002222575.1	Helicobacter pylori strain G272 chromosome, complete genome	16S ribosomal RNA	NZ_CP022409.1	[97288:98798](+)	CGC32_RS00445	Helicobacter pylori	strain=G272	210	210
GCF_002222575.1	Helicobacter pylori strain G272 chromosome, complete genome	16S ribosomal RNA	NZ_CP022409.1	[349121:350631](+)	CGC32_RS01805	Helicobacter pylori	strain=G272	210	210
GCF_002224325.1	Campylobacter jejuni strain 11168H/lacY chromosome, complete genome	16S ribosomal RNA	NZ_CP022439.1	[39247:40765](+)	CGZ70_RS00150	Campylobacter jejuni	strain=11168H/lacY	197	197
GCF_002224325.1	Campylobacter jejuni strain 11168H/lacY chromosome, complete genome	16S ribosomal RNA	NZ_CP022439.1	[394123:395641](+)	CGZ70_RS02100	Campylobacter jejuni	strain=11168H/lacY	197	197
GCF_002224325.1	Campylobacter jejuni strain 11168H/lacY chromosome, complete genome	16S ribosomal RNA	NZ_CP022439.1	[696415:697933](+)	CGZ70_RS03690	Campylobacter jejuni	strain=11168H/lacY	197	197
GCF_002224385.1	Campylobacter jejuni strain 81-176_G1_B0 chromosome, complete genome	16S ribosomal RNA	NZ_CP022440.1	[39154:40672](+)	CGZ78_RS00155	Campylobacter jejuni	strain=81-176_G1_B0	197	197
GCF_002224385.1	Campylobacter jejuni strain 81-176_G1_B0 chromosome, complete genome	16S ribosomal RNA	NZ_CP022440.1	[395766:397283](+)	CGZ78_RS02085	Campylobacter jejuni	strain=81-176_G1_B0	197	197
GCF_002224385.1	Campylobacter jejuni strain 81-176_G1_B0 chromosome, complete genome	16S ribosomal RNA	NZ_CP022440.1	[692910:694428](+)	CGZ78_RS03605	Campylobacter jejuni	strain=81-176_G1_B0	197	197
GCF_002234455.1	Campylobacter jejuni strain RM1246-ERRC chromosome, complete genome	16S ribosomal RNA	NZ_CP022470.1	[37529:39047](+)	CFK74_RS00145	Campylobacter jejuni	strain=RM1246-ERRC	197	197
